name,All,Passed Attention Check,Passed Attention Check and Correct Code,Passed Attention Check and Correct Code and Not Too Fast,Passed Attention Check and Correct Code and Not Extremely Fast,Passed Attention Check and Correct Code and Not Extremely Fast and Non-duplicate IPs,Male Passed Attention Check and Correct Code,Female Passed Attention Check and Correct Code,Democrat Passed Attention Check and Correct Code,Republican Passed Attention Check and Correct Code
Q4_24,2.657142857142857,2.696969696969697,2.696969696969697,2.6666666666666665,2.6666666666666665,2.689655172413793,3.090909090909091,1.9090909090909092,2.3157894736842106,3.3333333333333335
Q4_25,2.7037037037037037,2.727272727272727,2.6666666666666665,2.65,2.65,2.823529411764706,3.125,2.3846153846153846,2.5454545454545454,2.6666666666666665
Q4_26,3.0625,3.1379310344827585,3.1379310344827585,3.2,3.2,3.142857142857143,3.45,2.4444444444444446,3,3.4
Q4_27,2.5161290322580645,2.607142857142857,2.5925925925925926,2.56,2.56,2.6,3.1176470588235294,1.7,2.2941176470588234,3.1
Q4_28,2.26,2.1914893617021276,2.1333333333333333,2.1463414634146343,2.1463414634146343,2.189189189189189,2.32,1.9,1.935483870967742,2.75
Q4_29,2.8275862068965516,2.7777777777777777,2.7083333333333335,2.619047619047619,2.619047619047619,2.5,3.2,2.357142857142857,2.5294117647058822,3
Q4_30,2.935483870967742,3,2.962962962962963,2.9545454545454546,2.9545454545454546,2.888888888888889,3.1052631578947367,2.625,2.8823529411764706,3.1
Q5_1,4.588235294117647,4.625,4.633333333333334,4.72,4.72,4.7272727272727275,4.529411764705882,4.769230769230769,4.647058823529412,4.615384615384615
Q5_2,4.4,4.484848484848484,4.548387096774194,4.620689655172414,4.620689655172414,4.653846153846154,4.333333333333333,4.75,4.619047619047619,4.4
Q5_3,4.088235294117647,4.1,4.107142857142857,4.217391304347826,4.217391304347826,4.238095238095238,4,4.25,4,4.090909090909091
Q5_4,4.416666666666667,4.515151515151516,4.5,4.464285714285714,4.464285714285714,4.48,4.476190476190476,4.545454545454546,4.421052631578948,4.636363636363637
Q5_5,4.485714285714286,4.575757575757576,4.5625,4.678571428571429,4.678571428571429,4.681818181818182,4.6875,4.4375,4.478260869565218,4.777777777777778
Q5_6,4.303030303030303,4.379310344827586,4.357142857142857,4.291666666666667,4.291666666666667,4.304347826086956,4.230769230769231,4.466666666666667,4.2,4.5
Q5_7,4.5588235294117645,4.633333333333334,4.655172413793103,4.615384615384615,4.615384615384615,4.565217391304348,4.578947368421052,4.8,4.555555555555555,4.8
Q5_8,4.285714285714286,4.387096774193548,4.433333333333334,4.384615384615385,4.384615384615385,4.409090909090909,4.3,4.7,4.476190476190476,4.142857142857143
Q5_9,4.5,4.515151515151516,4.533333333333333,4.571428571428571,4.571428571428571,4.666666666666667,4.4375,4.642857142857143,4.4375,4.583333333333333
Q5_10,4.575757575757576,4.642857142857143,4.653846153846154,4.695652173913044,4.695652173913044,4.666666666666667,4.4,5,4.666666666666667,4.571428571428571
Q5_11,4.6571428571428575,4.676470588235294,4.65625,4.620689655172414,4.620689655172414,4.653846153846154,4.578947368421052,4.769230769230769,4.526315789473684,4.833333333333333
Q5_12,4.323529411764706,4.333333333333333,4.366666666666666,4.44,4.44,4.428571428571429,4.176470588235294,4.615384615384615,4.368421052631579,4.3
Q5_13,4.696969696969697,4.733333333333333,4.724137931034483,4.75,4.75,4.708333333333333,4.5625,4.923076923076923,4.809523809523809,4.428571428571429
Q5_14,4.361111111111111,4.470588235294118,4.5,4.464285714285714,4.464285714285714,4.56,4.294117647058823,4.733333333333333,4.473684210526316,4.454545454545454
Q5_15,4.628571428571429,4.676470588235294,4.65625,4.633333333333334,4.633333333333334,4.6,4.470588235294118,4.866666666666666,4.6521739130434785,4.625
Q5_16,2.53125,2.5483870967741935,2.5483870967741935,2.6551724137931036,2.6551724137931036,2.6785714285714284,2.6315789473684212,2.4166666666666665,2.3,3
Q5_17,2.8285714285714287,2.909090909090909,2.8,2.7777777777777777,2.7777777777777777,2.782608695652174,3.1176470588235294,2.3846153846153846,2.736842105263158,3
Q5_18,2.5588235294117645,2.5588235294117645,2.5483870967741935,2.607142857142857,2.607142857142857,2.6666666666666665,2.6818181818181817,2.2222222222222223,2.6666666666666665,2.25
Q5_19,2.5833333333333335,2.676470588235294,2.727272727272727,2.6451612903225805,2.6451612903225805,2.642857142857143,3,2.1,2.6363636363636362,3
Q5_20,3.1142857142857143,3.1333333333333333,3.0689655172413794,3.0833333333333335,3.0833333333333335,3.25,3.2,2.7777777777777777,3.0526315789473686,3.2222222222222223
Q5_21,3,3.03125,3.03125,2.962962962962963,2.962962962962963,3.0833333333333335,3.1176470588235294,2.933333333333333,3,3.3333333333333335
Q5_22,2.5294117647058822,2.5454545454545454,2.4193548387096775,2.1538461538461537,2.1538461538461537,2.217391304347826,2.5294117647058822,2.2857142857142856,2.1,3
Q5_23,2.7142857142857144,2.757575757575758,2.7419354838709675,2.730769230769231,2.730769230769231,2.76,3.0555555555555554,2.3076923076923075,2.5625,2.933333333333333
Q5_24,2.8857142857142857,2.8484848484848486,2.8,2.6923076923076925,2.6923076923076925,2.75,2.8421052631578947,2.727272727272727,2.5,3.1818181818181817
Q5_25,2.090909090909091,2.096774193548387,2.1333333333333333,2.1481481481481484,2.1481481481481484,2,2.8125,1.3571428571428572,2.388888888888889,1.9
Q5_26,2.911764705882353,2.84375,2.84375,2.8214285714285716,2.8214285714285716,3,3.1875,2.5,2.85,2.8181818181818183
Q5_27,3.515151515151515,3.566666666666667,3.5,3.5217391304347827,3.5217391304347827,3.6666666666666665,3.7058823529411766,3.1818181818181817,3.210526315789474,4.125
Q5_28,3.176470588235294,3.1818181818181817,3.2333333333333334,3.24,3.24,3.3,3.4375,3,3.388888888888889,3
Q5_29,2.5588235294117645,2.5454545454545454,2.5161290322580645,2.423076923076923,2.423076923076923,2.391304347826087,2.727272727272727,2,2.5,2.5454545454545454
Q5_30,2.2777777777777777,2.2903225806451615,2.2,2.259259259259259,2.259259259259259,2.4166666666666665,2.3529411764705883,2,2.1904761904761907,2.2222222222222223
Q5_31,4.650485436893204,4.84375,4.846153846153846,4.85,4.85,4.857142857142857,4.867924528301887,4.815789473684211,4.862068965517241,4.8
Q6_1,4.48936170212766,4.571428571428571,4.631578947368421,4.625,4.625,4.678571428571429,4.523809523809524,4.764705882352941,4.545454545454546,4.733333333333333
Q6_2,4.518518518518518,4.52,4.5,4.476190476190476,4.476190476190476,4.5,4.5,4.5,4.466666666666667,4.555555555555555
Q6_3,4.142857142857143,4.212121212121212,4.193548387096774,4.214285714285714,4.214285714285714,4.166666666666667,4.0625,4.333333333333333,4.333333333333333,4
Q6_4,4.476190476190476,4.5,4.473684210526316,4.424242424242424,4.424242424242424,4.357142857142857,4.481481481481482,4.454545454545454,4.48,4.461538461538462
Q6_5,4.516129032258065,4.533333333333333,4.535714285714286,4.478260869565218,4.478260869565218,4.523809523809524,4.411764705882353,4.7272727272727275,4.526315789473684,4.5
Q6_6,4.064516129032258,4.172413793103448,4.178571428571429,4.08,4.08,4.090909090909091,4.222222222222222,4.1,4.2105263157894735,4.111111111111111
Q6_7,4.774193548387097,4.766666666666667,4.758620689655173,4.75,4.75,4.739130434782608,4.75,4.777777777777778,4.769230769230769,4.714285714285714
Q6_8,4.095238095238095,4.184210526315789,4.162162162162162,4.25,4.25,4.25,4.111111111111111,4.2105263157894735,4.045454545454546,4.384615384615385
Q6_9,4.394736842105263,4.472222222222222,4.485714285714286,4.5,4.5,4.52,4.380952380952381,4.642857142857143,4.434782608695652,4.5
Q6_10,4.055555555555555,4.117647058823529,4.117647058823529,4.133333333333334,4.133333333333334,4.04,4.052631578947368,4.2,4.238095238095238,3.923076923076923
Q6_11,4.434782608695652,4.523809523809524,4.411764705882353,4.5,4.5,4.583333333333333,4.333333333333333,4.5,4.666666666666667,4.125
Q6_12,4.354838709677419,4.333333333333333,4.285714285714286,4.28,4.28,4.190476190476191,4.1875,4.416666666666667,4.190476190476191,4.666666666666667
Q6_13,3.96,4.043478260869565,3.95,3.823529411764706,3.823529411764706,3.75,4,3.75,3.857142857142857,4.166666666666667
Q6_14,4.285714285714286,4.3125,4.290322580645161,4.296296296296297,4.296296296296297,4.304347826086956,4.157894736842105,4.5,4.15,4.555555555555555
Q6_15,4.193548387096774,4.321428571428571,4.321428571428571,4.375,4.375,4.35,4.285714285714286,4.357142857142857,4.4,4.125
Q6_16,2.3055555555555554,2.3125,2.3125,2.4,2.4,2.413793103448276,2.6,1.8333333333333333,2.272727272727273,2.5555555555555554
Q6_17,2.2941176470588234,2.3548387096774195,2.2142857142857144,2.0869565217391304,2.0869565217391304,2,2.6923076923076925,1.8,1.9230769230769231,2.5384615384615383
Q6_18,2.212121212121212,2.310344827586207,2.310344827586207,2.3076923076923075,2.3076923076923075,2.0869565217391304,2.619047619047619,1.5,2.409090909090909,2.1666666666666665
Q6_19,2.625,2.6578947368421053,2.638888888888889,2.6285714285714286,2.6285714285714286,2.6129032258064515,2.875,2.45,2.4545454545454546,2.9166666666666665
Q6_20,2.625,2.7241379310344827,2.5925925925925926,2.5833333333333335,2.5833333333333335,2.55,2.625,2.5454545454545454,2.25,3.3
Q6_21,2.3225806451612905,2.3448275862068964,2.269230769230769,2.1818181818181817,2.1818181818181817,2.210526315789474,2.4444444444444446,1.875,2.3125,2
Q6_22,2.5526315789473686,2.5675675675675675,2.4411764705882355,2.4193548387096775,2.4193548387096775,2.4,3.05,1.5714285714285714,2.24,3
Q6_23,2.3529411764705883,2.393939393939394,2.1333333333333333,2.074074074074074,2.074074074074074,2,2.2777777777777777,1.9166666666666667,2.1904761904761907,2.125
Q6_24,2.21875,2.2333333333333334,2.2333333333333334,2.111111111111111,2.111111111111111,1.9583333333333333,2.923076923076923,1.7058823529411764,2.3157894736842106,2.3333333333333335
Q6_25,2.5526315789473686,2.5833333333333335,2.4545454545454546,2.5555555555555554,2.5555555555555554,2.5,2.736842105263158,2.0714285714285716,2.8421052631578947,2
Q6_26,2.78125,2.7666666666666666,2.6785714285714284,2.76,2.76,2.8333333333333335,2.6842105263157894,2.6666666666666665,2.5,2.9166666666666665
Q6_27,2.5526315789473686,2.638888888888889,2.638888888888889,2.606060606060606,2.606060606060606,2.566666666666667,2.9166666666666665,2.0833333333333335,2.6666666666666665,2.7142857142857144
Q6_28,2.05,2.026315789473684,2.027027027027027,1.9696969696969697,1.9696969696969697,1.875,2.4761904761904763,1.4375,2.04,2.090909090909091
Q6_29,2.533333333333333,2.6923076923076925,2.6,2.5652173913043477,2.5652173913043477,2.411764705882353,3.2,2.2,2.5555555555555554,3
Q6_30,1.972972972972973,1.9714285714285715,1.9393939393939394,1.967741935483871,1.967741935483871,2.0357142857142856,1.8823529411764706,2,1.6111111111111112,2.4285714285714284
Q7_1,4.305555555555555,4.40625,4.379310344827586,4.333333333333333,4.333333333333333,4.318181818181818,4.470588235294118,4.25,4.5625,4.153846153846154
Q7_2,4.447368421052632,4.6,4.6,4.575757575757576,4.575757575757576,4.533333333333333,4.388888888888889,4.823529411764706,4.681818181818182,4.3
Q7_3,4.454545454545454,4.5,4.518518518518518,4.541666666666667,4.541666666666667,4.476190476190476,4.428571428571429,4.615384615384615,4.333333333333333,4.875
Q7_4,4.341463414634147,4.388888888888889,4.352941176470588,4.32258064516129,4.32258064516129,4.269230769230769,4.304347826086956,4.454545454545454,4.25,4.538461538461538
Q7_5,4.4375,4.379310344827586,4.392857142857143,4.375,4.375,4.363636363636363,4.176470588235294,4.7272727272727275,4.375,4.363636363636363
Q7_6,3.972972972972973,4,4.03030303030303,3.966666666666667,3.966666666666667,3.92,4.090909090909091,3.909090909090909,4.117647058823529,3.9285714285714284
Q7_7,4.130434782608695,4.130434782608695,4.090909090909091,4,4,3.9411764705882355,3.9411764705882355,4.6,4.2,3.857142857142857
Q7_8,4.4411764705882355,4.484848484848484,4.566666666666666,4.576923076923077,4.576923076923077,4.521739130434782,4.3125,4.857142857142857,4.521739130434782,4.833333333333333
Q7_9,4.314285714285714,4.352941176470588,4.290322580645161,4.269230769230769,4.269230769230769,4.4,4.238095238095238,4.4,4.117647058823529,4.5
Q7_10,4.361111111111111,4.470588235294118,4.454545454545454,4.464285714285714,4.464285714285714,4.478260869565218,4.285714285714286,4.75,4.409090909090909,4.5
Q7_11,3.871794871794872,3.914285714285714,3.914285714285714,3.8620689655172415,3.8620689655172415,3.857142857142857,3.9047619047619047,3.9285714285714284,4.105263157894737,3.6666666666666665
Q7_12,3.611111111111111,3.657142857142857,3.676470588235294,3.65625,3.65625,3.607142857142857,3.761904761904762,3.5384615384615383,3.6818181818181817,3.6363636363636362
Q7_13,4.275,4.256410256410256,4.277777777777778,4.264705882352941,4.264705882352941,4.172413793103448,4.125,4.583333333333333,4.291666666666667,4.2727272727272725
Q7_14,4.2631578947368425,4.277777777777778,4.257142857142857,4.233333333333333,4.233333333333333,4.241379310344827,4.043478260869565,4.666666666666667,4.35,4.071428571428571
Q7_15,4.59375,4.655172413793103,4.666666666666667,4.666666666666667,4.666666666666667,4.695652173913044,4.583333333333333,4.733333333333333,4.529411764705882,4.888888888888889
Q7_16,2.5384615384615383,2.227272727272727,2.1904761904761907,2.1,2.1,2.1333333333333333,2.272727272727273,2.1,2.1176470588235294,2.5
Q7_17,2.892857142857143,2.8518518518518516,2.84,2.772727272727273,2.772727272727273,2.8333333333333335,3,2.5555555555555554,2.7777777777777777,3
Q7_18,2.25,2.259259259259259,2.259259259259259,2.142857142857143,2.142857142857143,2.1578947368421053,2.1333333333333333,2.4166666666666665,2.0555555555555554,2.75
Q7_19,3,3.0588235294117645,2.870967741935484,2.814814814814815,2.814814814814815,2.8260869565217392,3.1578947368421053,2.4166666666666665,2.6666666666666665,3.25
Q7_20,2.1904761904761907,2.25,2.210526315789474,2.066666666666667,2.066666666666667,2.0384615384615383,2.217391304347826,2.2,2.16,2.4166666666666665
Q7_21,2.259259259259259,2.259259259259259,2.0833333333333335,2.0476190476190474,2.0476190476190474,2,2.2,1.8888888888888888,2,2.6666666666666665
Q7_22,2.4242424242424243,2.3448275862068964,2.3703703703703702,2.409090909090909,2.409090909090909,2.4761904761904763,2.8666666666666667,1.75,2.3684210526315788,2.5714285714285716
Q7_23,2.1777777777777776,2.1904761904761907,2.1904761904761907,2.2,2.2,2.2580645161290325,2.3636363636363638,2,1.8846153846153846,2.8
Q7_24,2.3513513513513513,2.388888888888889,2.1818181818181817,2.193548387096774,2.193548387096774,2.259259259259259,2.3333333333333335,2,2.217391304347826,2.2222222222222223
Q7_25,2.566666666666667,2.607142857142857,2.576923076923077,2.625,2.625,2.736842105263158,3,2.1538461538461537,2.3529411764705883,3.25
Q7_26,1.9615384615384615,1.8333333333333333,1.7391304347826086,1.619047619047619,1.619047619047619,1.5,2.090909090909091,1.4166666666666667,1.8125,1.5
Q7_27,2.4838709677419355,2.423076923076923,2.32,2.227272727272727,2.227272727272727,2.210526315789474,2.5384615384615383,2.0833333333333335,2.1666666666666665,2.7142857142857144
Q7_28,2.361111111111111,2.375,2.3225806451612905,2.3076923076923075,2.3076923076923075,2.260869565217391,2.888888888888889,1.5384615384615385,2.0476190476190474,3.111111111111111
Q7_29,2.2857142857142856,2.2857142857142856,2.323529411764706,2.1379310344827585,2.1379310344827585,2.08,2.8823529411764706,1.7647058823529411,2.090909090909091,2.909090909090909
Q7_30,2.4390243902439024,2.4054054054054053,2.3529411764705883,2.3548387096774195,2.3548387096774195,2.3333333333333335,2.6470588235294117,2.0588235294117645,2.6666666666666665,2
