name,All,Passed Attention Check,Passed Attention Check and Correct Code,Passed Attention Check and Correct Code and Not Too Fast,Passed Attention Check and Correct Code and Not Too Fast and Non-duplicate IPs,Male Passed Attention Check and Correct Code,Female Passed Attention Check and Correct Code,Democrat Passed Attention Check and Correct Code,Republican Passed Attention Check and Correct Code
Q4_4,3.871794871794872,3.9444444444444446,3.909090909090909,3.909090909090909,3.8666666666666667,4.095238095238095,3.5833333333333335,3.9411764705882355,4
Q4_5,3.9714285714285715,4,4,4,3.8846153846153846,4.117647058823529,3.8333333333333335,3.933333333333333,4.230769230769231
Q4_6,4.151515151515151,4.151515151515151,4.103448275862069,4.103448275862069,4.103448275862069,4.357142857142857,3.8666666666666667,4,4.25
Q4_7,3.9696969696969697,4.032258064516129,4,4,3.96,4.117647058823529,3.7777777777777777,4.3076923076923075,3.8333333333333335
Q4_8,3.6666666666666665,3.782608695652174,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.5555555555555554,4.111111111111111,3.6,4.125
Q4_9,4.033333333333333,4.111111111111111,4.130434782608695,4.130434782608695,4.130434782608695,4.166666666666667,4.090909090909091,4.428571428571429,4
Q4_10,4,3.951219512195122,4.081081081081081,4.081081081081081,4.085714285714285,4.0476190476190474,4.125,4.190476190476191,3.9375
Q4_11,3.925,3.8974358974358974,3.914285714285714,3.914285714285714,3.878787878787879,4,3.7857142857142856,4,4
Q4_12,3.7777777777777777,3.878787878787879,3.8518518518518516,3.8518518518518516,3.8333333333333335,3.823529411764706,3.9,3.6666666666666665,4
Q4_13,4.09375,4.066666666666666,4,4,3.96,4,4,4.076923076923077,4.076923076923077
Q4_14,4.133333333333334,4.241379310344827,4.1923076923076925,4.1923076923076925,4.1923076923076925,4.266666666666667,4.090909090909091,4.235294117647059,4.111111111111111
Q4_15,4.1,4.157894736842105,4.176470588235294,4.176470588235294,4.181818181818182,4.444444444444445,3.875,4.136363636363637,4.25
Q4_16,4.0285714285714285,4.0606060606060606,4.096774193548387,4.096774193548387,4.066666666666666,4.238095238095238,3.8,4.2631578947368425,4.3
Q4_17,3.5833333333333335,3.652173913043478,3.6315789473684212,3.6315789473684212,3.5294117647058822,3.6153846153846154,3.6666666666666665,3.7142857142857144,3.75
Q4_18,3.942857142857143,4,4,4,4,4.117647058823529,3.8333333333333335,4.222222222222222,4.111111111111111
Q4_19,4,4.057142857142857,4.0625,4.0625,4,4.176470588235294,3.933333333333333,4.222222222222222,3.857142857142857
Q4_20,3.875,3.8333333333333335,3.7777777777777777,3.7777777777777777,3.730769230769231,3.6875,3.909090909090909,3.466666666666667,4.166666666666667
Q4_21,4.161290322580645,4.2,4.214285714285714,4.214285714285714,4.208333333333333,3.9444444444444446,4.7,4.357142857142857,4.5
Q4_22,4.285714285714286,4.285714285714286,4.3076923076923075,4.3076923076923075,4.28,4.1875,4.5,4.384615384615385,4.5
Q4_23,3.8421052631578947,3.857142857142857,3.9,3.9,3.8620689655172415,3.789473684210526,4.090909090909091,4,3.6666666666666665
Q4_24,4.108108108108108,4.142857142857143,4.1875,4.1875,4.233333333333333,4.055555555555555,4.357142857142857,4.2,4.266666666666667
Q4_25,4.181818181818182,4.148148148148148,4.16,4.16,4.217391304347826,4.117647058823529,4.25,4.0588235294117645,4.375
Q4_26,3.727272727272727,3.9285714285714284,3.84,3.84,3.7916666666666665,4.142857142857143,3.4545454545454546,3.7857142857142856,3.909090909090909
Q4_27,3.967741935483871,3.9642857142857144,3.9615384615384617,3.9615384615384617,3.9166666666666665,3.9444444444444446,4,4.1875,3.7777777777777777
Q4_28,3.8,3.923076923076923,3.9545454545454546,3.9545454545454546,3.8947368421052633,3.9444444444444446,4,3.8666666666666667,4.142857142857143
Q5_1,65.97222222222223,66.26470588235294,66.63636363636364,66.63636363636364,66.46875,63.89473684210526,70.35714285714286,68.36842105263158,68
Q5_2,63.38235294117647,63.642857142857146,66.44,66.44,65.78260869565217,69.47058823529412,60,69.3529411764706,65.28571428571429
Q5_3,62.666666666666664,63.57692307692308,66.95238095238095,66.95238095238095,65.95,71.42857142857143,58,70.18181818181819,66.11111111111111
Q5_4,62.62068965517241,64.25,65.03846153846153,65.03846153846153,65.03846153846153,70.4,57.72727272727273,68.15384615384616,65.33333333333333
Q5_5,61.54838709677419,61.93333333333333,61.81481481481482,61.81481481481482,60.208333333333336,63.76923076923077,60,68.75,61.69230769230769
Q5_6,64.5,65.34375,65.34482758620689,65.34482758620689,64.81481481481481,66.95,61.77777777777778,68.76470588235294,70.8
Q5_7,67.32352941176471,68.0909090909091,67.48387096774194,67.48387096774194,67.06666666666666,71,61.916666666666664,65.94444444444444,69.61538461538461
Q5_8,63.973684210526315,63.6764705882353,64.82142857142857,64.82142857142857,63.96153846153846,68.8125,59.5,67.42857142857143,66.84615384615384
Q5_9,61.31818181818182,61.205128205128204,62.911764705882355,62.911764705882355,61.8,60.5,66.35714285714286,60.7,66.07142857142857
Q5_10,62.97560975609756,61.921052631578945,64.20588235294117,64.20588235294117,62.12903225806452,64.61904761904762,63.53846153846154,59.611111111111114,69.375
Q5_11,64.19444444444444,63.911764705882355,63.827586206896555,63.827586206896555,63.607142857142854,65.88235294117646,60.916666666666664,67.52631578947368,60.888888888888886
Q5_12,62.054054054054056,62.46875,63.833333333333336,63.833333333333336,63.06896551724138,63.611111111111114,64.16666666666667,63.285714285714285,65.11111111111111
Q5_13,65.03448275862068,65.44444444444444,67.16666666666667,67.16666666666667,66.6086956521739,66.83333333333333,68.16666666666667,73.1875,62.57142857142857
Q5_14,62.94444444444444,63.90909090909091,66,66,65.03703703703704,66.41176470588235,65.41666666666667,64.25,73.58333333333333
Q5_15,65.27272727272727,69.42105263157895,70.73529411764706,70.73529411764706,70.3125,75.42105263157895,64.8,72.76470588235294,68.70588235294117
Q5_16,63.75,64.58620689655173,67.73076923076923,67.73076923076923,67.73076923076923,73.2,64.3125,70.38461538461539,68.5
Q5_17,59.4054054054054,60.39393939393939,61.43333333333333,61.43333333333333,61.43333333333333,61.526315789473685,61.27272727272727,62.785714285714285,60.25
Q5_18,67.29032258064517,67.24137931034483,68.76923076923077,68.76923076923077,68.16666666666667,72.5,62.8,70.46666666666667,66.45454545454545
Q5_19,65.6,67.42424242424242,67.6,67.6,67.14285714285714,66.71428571428571,69.66666666666667,67.42857142857143,68
Q5_20,59.674418604651166,59.142857142857146,59.67567567567568,59.67567567567568,57.794117647058826,54.476190476190474,66.5,59.666666666666664,65.76470588235294
Q5_21,67.78048780487805,69.94594594594595,70.70588235294117,70.70588235294117,70.54545454545455,69.9047619047619,72,73.78947368421052,70.14285714285714
Q5_22,63.47222222222222,64.73529411764706,67.71428571428571,67.71428571428571,67.03846153846153,68.52380952380952,65.28571428571429,65.375,74.0909090909091
Q5_23,63.794117647058826,65.66666666666667,69.6923076923077,69.6923076923077,69.04,72.41176470588235,64.55555555555556,75.3076923076923,67.33333333333333
Q5_24,62,64.46875,65.22222222222223,65.22222222222223,62.91304347826087,70.33333333333333,55,65.07142857142857,65.38461538461539
Q5_25,61.91428571428571,65.51612903225806,65.51612903225806,65.51612903225806,64.27586206896552,66.61111111111111,64,66.17647058823529,68.76923076923077
Q5_26,57.74193548387097,59.1,63.5,63.5,62.56,62.42857142857143,64.75,60,67
Q5_27,70.7560975609756,71.05405405405405,71.3030303030303,71.3030303030303,71.3,70.66666666666667,72.06666666666666,74.05882352941177,72.8
Q5_28,65.6923076923077,66.21621621621621,67.03125,67.03125,65.86206896551724,70.69565217391305,57.666666666666664,67.31818181818181,66.4
Q6_1,4.5,4.56,4.521739130434782,4.521739130434782,4.476190476190476,4.470588235294118,4.666666666666667,4.666666666666667,4.25
Q6_2,4.054054054054054,4.1875,4.142857142857143,4.142857142857143,4.12,4.222222222222222,4,4.25,4.2
Q6_3,3.8378378378378377,3.8333333333333335,3.8181818181818183,3.8181818181818183,3.7419354838709675,3.96,3.375,3.6666666666666665,4.214285714285714
Q6_4,4.125,4.125,4.057142857142857,4.057142857142857,4.029411764705882,3.9444444444444446,4.176470588235294,4,4.266666666666667
Q6_5,3.7567567567567566,3.8,3.8275862068965516,3.8275862068965516,3.7857142857142856,3.7222222222222223,4,3.625,4.25
Q6_6,4.216216216216216,4.181818181818182,4.161290322580645,4.161290322580645,4.107142857142857,4.05,4.363636363636363,4.176470588235294,4.384615384615385
Q6_7,3.96,4,4,4,3.9047619047619047,4.0588235294117645,3.8333333333333335,4.214285714285714,4.428571428571429
Q6_8,3.8333333333333335,3.871794871794872,3.888888888888889,3.888888888888889,3.875,4.095238095238095,3.6,3.85,3.9375
Q6_9,4.181818181818182,4.129032258064516,4.076923076923077,4.076923076923077,4.076923076923077,4.294117647058823,3.6666666666666665,4.357142857142857,4
Q6_10,3.838709677419355,3.8275862068965516,3.814814814814815,3.814814814814815,3.814814814814815,3.7857142857142856,3.8461538461538463,4,3.7777777777777777
Q6_11,3.923076923076923,3.92,3.909090909090909,3.909090909090909,3.909090909090909,4.090909090909091,3.727272727272727,4.153846153846154,3.5555555555555554
Q6_12,3.78,3.813953488372093,3.72972972972973,3.72972972972973,3.735294117647059,3.8636363636363638,3.533333333333333,3.8095238095238093,3.625
Q6_13,4,4.035714285714286,4.130434782608695,4.130434782608695,4.136363636363637,4.3076923076923075,3.9,4.166666666666667,4.090909090909091
Q6_14,3.823529411764706,3.774193548387097,3.7037037037037037,3.7037037037037037,3.625,3.769230769230769,3.642857142857143,3.5384615384615383,4.076923076923077
Q6_15,4.111111111111111,4.171428571428572,4.1875,4.1875,4.206896551724138,4.304347826086956,3.888888888888889,4.166666666666667,4.214285714285714
Q6_16,3.903225806451613,3.9310344827586206,4.04,4.04,4,3.7857142857142856,4.363636363636363,4.333333333333333,3.888888888888889
Q6_17,3.5,3.59375,3.5714285714285716,3.5714285714285716,3.5185185185185186,3.7857142857142856,3.357142857142857,3.2666666666666666,4.166666666666667
Q6_18,3.6857142857142855,3.6470588235294117,3.4642857142857144,3.4642857142857144,3.3846153846153846,3.6666666666666665,3.1,3.3333333333333335,3.8333333333333335
Q6_19,4.121212121212121,4.1875,4.107142857142857,4.107142857142857,4.074074074074074,3.9411764705882355,4.363636363636363,4.214285714285714,4.230769230769231
Q6_20,3.769230769230769,3.857142857142857,3.857142857142857,3.857142857142857,3.789473684210526,4,3.7,4,4
Q6_21,3.9705882352941178,4.225806451612903,4.25,4.25,4.25,4.176470588235294,4.363636363636363,4.333333333333333,4.1
Q6_22,3.8125,3.9,3.888888888888889,3.888888888888889,3.7916666666666665,4.0625,3.6363636363636362,4.294117647058823,3.4444444444444446
Q6_23,4.065217391304348,4.023809523809524,4.05,4.05,4.0256410256410255,4.04,4.066666666666666,3.869565217391304,4.294117647058823
Q6_24,4.2,4.205128205128205,4.205882352941177,4.205882352941177,4.181818181818182,4.409090909090909,3.8333333333333335,4.285714285714286,4.076923076923077
Q6_25,3.8529411764705883,3.935483870967742,3.892857142857143,3.892857142857143,3.8846153846153846,4,3.727272727272727,3.933333333333333,4.083333333333333
Q6_26,3.735294117647059,3.896551724137931,3.888888888888889,3.888888888888889,3.8333333333333335,3.7333333333333334,4.083333333333333,4.125,3.8
Q6_27,3.942857142857143,4.064516129032258,4,4,4,4.388888888888889,3.3,4,4
Q6_28,3.8,3.793103448275862,3.875,3.875,3.869565217391304,3.8125,4,4.142857142857143,3.7777777777777777
